text_clean,label_binary,label_multi,unanimous,n_hateful,n_offensive,n_neither
"""[USER]: 15 sad TV character deaths we're still bitter over... [URL] [URL] stark was the man",non-hateful,neither,True,0,0,3
"""[USER]: These harbor bitches are all ""Party Bus hoes"""" Lol all?",non-hateful,offensive,True,0,3,0
"""[USER]: [USER] pussy"" love it",non-hateful,offensive,True,0,3,0
"""[USER]: Ultraviolence video, its coming you little bitch! #MTVHottest Lana Del Rey [URL]   bitchy promo",non-hateful,offensive,True,0,3,0
"""[USER]: On my way to fuck your bitch [URL]  LMFAO KITTYCOPTER",non-hateful,offensive,True,0,3,0
"""[USER]: A smuggler explains how he helped fighters along the ""Jihadi Highway"": [URL]",non-hateful,neither,True,0,0,3
"""[USER]: ""[USER]: Aww their avis look so cute together 💑 [URL] 💀💀💀"" do I gotta get Ike avi on this bitch ?",non-hateful,offensive,True,0,3,0
"""[USER]: ""[USER]: Its simple, dont be a hoe=dont worry about being exposed 😜"" fight me""why ?",non-hateful,offensive,True,0,3,0
"""[USER]: whys this bitch boosting herself [URL]  Her size isn't exactly the most healthy tho",non-hateful,offensive,True,0,3,0
"""[USER]: [USER] bet not be no bitches! 😂👐🔫🔫🔪"" 😂😂 Kim bye!!!",non-hateful,offensive,True,0,3,0
"""[USER]: Damn near gotta protect my tweets.. stalkers being annoying"" you got that dope dick. Drive these bitches loco",non-hateful,offensive,True,0,3,0
"""[USER]: I'm making marack my girlfriend ."" [USER] aye b you pullin hoes just like o taught you",non-hateful,offensive,True,0,3,0
"""[USER]: Bruno fag boy"" you love me.",non-hateful,offensive,False,1,2,0
"""[USER]: “[USER]: I must be a bitch” you are 😂😂😂 sike naw"" This why we always beefing 😂",non-hateful,offensive,True,0,3,0
"""[USER]: Down 6-1, #Yankees look to rally in the bottom of the 9th."" #RALLYCAP",non-hateful,neither,True,0,0,3
"""[USER]: “[USER]: Don't take advantage of a nice person”@ hoes""@ everyjuan",non-hateful,offensive,True,0,3,0
"""[USER]: Happy birthday bitch nigga [USER]"" Thanks pal",non-hateful,offensive,False,1,2,0
"""[USER]: Sad knowing that most hoes won't fuck with you bc you ain't got stacks."" wait till friday",non-hateful,offensive,True,0,3,0
"""[USER]: [USER] cinco shit harder fucc nigga""yee but you fucc wit rich homie cuz dats ya homeboy fucc nicca",non-hateful,offensive,True,0,3,0
"""[USER]: [USER] ewww I said THAT last Sunday..as in the last Sunday I was there. Read it again nigs""😳😳😳😳😳",non-hateful,offensive,True,0,3,0
"""[USER] My pussy still fresh"" <----- something stank girls say.",non-hateful,offensive,True,0,3,0
"""[USER]: [USER] [USER] yeah Texans are so much better you fucking retard"" I see that you're mad about this.",non-hateful,offensive,True,0,3,0
"""[USER]: Nd wtf is up with dark bitches with blonde.. PLEASE HAVE SEVERAL SEATS HOE!"" ..looking like black&milds out here",non-hateful,offensive,False,1,2,0
"""[USER]: I hate when boys deny that they have bitches 👐😩"" smh",non-hateful,offensive,True,0,3,0
"""[USER]: Ya nigs out there still saying y'all don't eat butt?!"" WITH A STRAIGHT FACE!",non-hateful,offensive,False,1,2,0
"""[USER]: Im a boss ass bitch"" ...that needs to sit in a corner",non-hateful,offensive,True,0,3,0
"""[USER]: He's a hoe , I can't""",non-hateful,offensive,True,0,3,0
"""[USER]: Me And Paul Thinkin Bout Gettin Rentals For Da Weekend 🚙💨💨""oooh shit bitches betta stay out da streets",non-hateful,offensive,True,0,3,0
"""[USER]: why do my friends hate me"" because you a ratchet hoe..",non-hateful,offensive,False,1,2,0
"""[USER]: No love for these fuck niggas"" hoes*",non-hateful,offensive,False,1,2,0
"""[USER]: Hot meat [URL] sexy as fuck scally lad. I would love to meet him and his trainers.",non-hateful,offensive,True,0,3,0
"""[USER]: Sniff [URL] perved up scally lad. fuck yeah.",non-hateful,offensive,True,0,3,0
"""[USER]: These bitches love Sosa""",non-hateful,offensive,True,0,3,0
"""[USER]: What should I name my cat, ideas?"" Mr pussy",non-hateful,offensive,True,0,3,0
"""[USER]: [URL] woof woof. Sexy thug boy scally.",non-hateful,offensive,False,0,2,1
"""[USER]: [USER] u see the damn phone ringing? 😣😒😞"" when you married bitches makes demands!!!! You haven't called me",non-hateful,offensive,True,0,3,0
"""[USER]: Tevin is my favorite sophomore I think he's so funny"" Hes really not. Lmaoo hes a little hoe",non-hateful,offensive,True,0,3,0
"""[USER]: 10 sex positions [URL] [URL] this what u call fucking the soul outta bitch 😭",non-hateful,offensive,True,0,3,0
"""[USER]: [USER] is bored supposed to be cute, you faggot?"" Sometimes",hateful,hateful,False,2,1,0
"""[USER]: One mans trash 🚮 is another mans treasure 🏆""",non-hateful,neither,True,0,0,3
"""[USER]: I don't got no type. Bad bitches is the only thing I like"" *Iongotnotype",non-hateful,offensive,True,0,3,0
"""[USER]: [USER] lassen cc , the coach wants me"" i feel it youll get more my nig no doubt",hateful,hateful,False,2,1,0
"""[USER]: god teeth , gold chain white bitches , cocaine""",non-hateful,offensive,True,0,3,0
"""[USER]: Its me hoe, its me hoe💁"" shhhhh",non-hateful,offensive,False,1,2,0
"""[USER]: In D.C., we call them rollers, in Chiraq we call them thots."" All across America they have been known as a hoe.",non-hateful,offensive,True,0,3,0
"""[USER]: I'm gonna miss that bitch of a bus driver...""no you won't. Don't lie",non-hateful,offensive,True,0,3,0
"""[USER]: hate when bitches try and put you in the friendzone. bitch I'm tryin to score put me in the endzone 🔥🔥🔥"" ON. MY. SOUL!",non-hateful,offensive,True,0,3,0
"""[USER]: Ashley Young has tried to deny that bird s*** landed in his mouth ---> [URL] [URL] hahaha",non-hateful,neither,False,0,1,2
"""[USER]: [USER] yall both gimped up??"" Ain't tht a bitch huh lol",non-hateful,offensive,True,0,3,0
"""[USER]: ""[USER]: Take me for a ride 😍💋 [URL] woof woof",non-hateful,neither,False,0,1,2
"""[USER]: oh my god I love Victoria Mitchell"" all my bitches love me",non-hateful,offensive,False,1,2,0
"""[USER]: That long distance shit wack I knew the bitch was cheating""- uh oh",non-hateful,offensive,True,0,3,0
"""[USER]: HE'S DOING IT RIGHT 😍👸💞 [URL] no bitches smh",non-hateful,offensive,True,0,3,0
"""[USER]: they BAN dat pussy for life & he gotta pay 2.5 millon dollar fine""",non-hateful,offensive,True,0,3,0
"""[USER]: Roses are red and violets are blue and niggers are black, you know that's true."" [USER]",non-hateful,offensive,False,1,2,0
"""[USER]: Sitting on my window sill, window open, bird tries to fly in. Smacked it. #ProtectTheAnimals"" [USER]",non-hateful,neither,True,0,0,3
"""[USER]: But a nigga gon be a nigga, be a nigga."" You sound fuckin retarded",non-hateful,offensive,True,0,3,0
"""[USER]: a video an entire media will likely mock. [URL] i am such a crybaby",non-hateful,neither,True,0,0,3
"""[USER]: [USER] [USER] I'm not even shy stfu"" kikis mom: Hi angelique  Angelique: Smiles *Dips cracker in soup*",non-hateful,offensive,True,0,3,0
"""[USER]: Tim Tebow got cut from every team he was on in the NFL and he already got more hoes than me in Starkville. Smh."" 😂😂😂😂",non-hateful,offensive,True,0,3,0
"""[USER]: Karma is a bitch #Damn #GodProtectsHisAngels 🙌""  *sips tea*",non-hateful,offensive,True,0,3,0
"""[USER]: Fuckin hot gym pussy [URL] fuck yeah",non-hateful,offensive,True,0,3,0
"""[USER]: Jihadi patron Hajjaj al-Ajmi is arrested at Kuwait airport [URL]",non-hateful,neither,True,0,0,3
"""[USER]: You can call me Fireman cause I turn the hoes on.""",non-hateful,offensive,False,0,2,1
"""[USER]: I could never have a bby by a lil dick Thts y I got a abortion by the last bitch""- oh My God",non-hateful,offensive,True,0,3,0
"""[USER]: Watch women try to argue with me like they have a dick and actually fucked some pussy before"" I hate when bitches do that",non-hateful,offensive,True,0,3,0
"""[USER]: And smoke weed in public, fuck cops man, do what you wanna do, they don't own you, run if they come"" are you retarded?",non-hateful,offensive,True,0,3,0
"""[USER]: tweety bird tho 😂😂😂😂[URL]",non-hateful,neither,True,0,0,3
"""[USER]: my pussy sweet like watermelon [URL]  Thotermelon",non-hateful,offensive,True,0,3,0
"""[USER]: When twitter rappers dm me their trash links [URL]",non-hateful,neither,False,0,1,2
"""[USER]: loud bitches annoy me""",non-hateful,offensive,True,0,3,0
"""[USER]: ""[USER]: ""[USER]: I swear if oomf try talking to me tomorrow.."" @"" [USER]"" pussy",non-hateful,offensive,True,0,3,0
"""[USER]: You bitches be pretending to be TF crazy.."" You ain't never lied...",non-hateful,offensive,True,0,3,0
"""[USER]: Jackies a retard #blondeproblems"" At least I can make a grilled cheese!",hateful,hateful,False,2,1,0
"""[USER]: ima keep on giving these pussy ass niggas ah reason to hate !""",non-hateful,offensive,False,1,2,0
"""[USER]: Photo: [URL] he is in sole heaven",non-hateful,neither,True,0,0,3
"""[USER]: Stacey Dash won 💦 [URL] baddest bitch evaaaa",hateful,hateful,False,2,1,0
"""[USER]: Side bitch Sunday 😂😂😂"" 😂😂😂",non-hateful,offensive,True,0,3,0
"""[USER]: Facts what baldheaded bitch made this shit. 👊👊😫😒 [URL]  Lmao 😩😂",non-hateful,offensive,True,0,3,0
"""[USER]: Fuck wit us and then we tweakin hoe"" shmurda!",non-hateful,offensive,True,0,3,0
"""[USER]: We actin like it's the 7th day [USER] [URL] 👻spook",non-hateful,neither,True,0,0,3
"""[USER]: I'll break that lil bitch neck and won't even feel sorry about it"" Savage",non-hateful,offensive,True,0,3,0
"""[USER]: This is so fucking hot!! #scally #sneakersex #sockfetish #sniff #trainersex [URL] love me some kinky scallies",non-hateful,offensive,True,0,3,0
"""[USER]: Y'all dumb ass niggas be so pressed to have hoes. Y'all weak as fuck as fuck"" ...weed over hoes, oreos too.",non-hateful,offensive,False,1,2,0
"""[USER]: I can turn yo bitch into a eaterrrrrrrrr""",non-hateful,offensive,True,0,3,0
"""[USER]: I don't trust dese hoes Nikki told 51st where I stay at all my fans screen shot ASAP"" we finna come to Chiraq and shoot sumn",non-hateful,offensive,True,0,3,0
"""[USER]: “[USER]: Aye yall ima tryout for the bowling team frfr” tryouts passed tho"" no theres two more retard",non-hateful,offensive,True,0,3,0
"""[USER]: Now u got what u want bitch ! Enjoy it [URL] now this is a crazy party I would love to attend.",non-hateful,offensive,True,0,3,0
"""[USER]: colored contacts in your eyes? blinders on mine. cause i can't see you at all."" Lmao",non-hateful,neither,True,0,0,3
"""[USER]: Facts ""[USER]: Only the dudes with hoes say they don't got hoes”"" [USER]",non-hateful,offensive,True,0,3,0
"""[USER]: I'm rea start smacking bitches period !"" Bluffin at its best",non-hateful,offensive,True,0,3,0
"""[USER]: Lifes a bitch, and then you die  Thats why we get high, cause you neva know when you're gonna go"" my sister is perfect (:",non-hateful,offensive,True,0,3,0
"""[USER]: One of us is on drugs, and its me but you're still wrong 😂 [USER]"" hahahahahahah im a bitch sometimes (:",non-hateful,offensive,True,0,3,0
"""[USER]: I'm feeling pretty fuckin ghetto"" Smh",non-hateful,offensive,False,1,2,0
"""[USER]: ""[USER]: ""[USER]: ""[USER]: [USER] swears I'm #1 man"" easily"" easily"" behind Austin"" nip?",non-hateful,neither,True,0,0,3
"""[USER]: This is a true ride or die bitch 💯 [URL] what the fuck hahahahah",non-hateful,offensive,True,0,3,0
"""[USER]: All I see is Bruno's bitch ass on my twitter now. wtf"" Bruno's all that she sees (Drake voice)",non-hateful,offensive,True,0,3,0
"""[USER]: [USER] I'm about to cool faggot chill"" tf is cool nigga",non-hateful,offensive,True,0,3,0
"""[USER]: [USER] I'm so sure bitch"" frfr tf",non-hateful,offensive,True,0,3,0
"""[USER]: Twitter is not a source of news broadcast you fucking retards"" it is when nbc, abc, cnn, Fox, etc are all keeping quiet.",non-hateful,offensive,True,0,3,0
"""[USER]: Got a couple bitches saying they know me But I’ma let the money talk for me 😎👌"" AND I'M LIKE... #WWYD",non-hateful,offensive,True,0,3,0
"""[USER]: Grudges are for weirdos""and bitches",non-hateful,offensive,True,0,3,0
"""[USER]: I told Mariam to but cigarettes for her birthday""  You also called me trash rn",non-hateful,neither,False,1,0,2
"""[USER]: [USER] brownies tonight"" what kind?!?!",non-hateful,neither,True,0,0,3
"""[USER]: No text back? I don't give a fuck, I'll text another bitch"" damn someone is hurt lol",non-hateful,offensive,True,0,3,0
"""[USER]: using y=mx+b to find the slope of that ass""",non-hateful,offensive,True,0,3,0
"""[USER]: Fit lads! Nice gear! [URL] these scally lads n trainers would get it",non-hateful,neither,True,0,0,3
"""[USER]: Hell yeah bro! [URL] fuck yeah sexy scally lad in hot gear",non-hateful,offensive,True,0,3,0
"""[USER]: Helping out a mate!! [URL] I love scally play. Fuck yeah",non-hateful,offensive,True,0,3,0
"""[USER]: Lads being Lads! [URL] fuck yeah. I love scally lad action. Hot trainers too.",non-hateful,offensive,False,0,2,1
"""[USER]: Next year bitches is gonna be like you gotta promise you won't expose me 😂😂😭""",non-hateful,offensive,True,0,3,0
"""[USER]: “[USER]: So hot!!  [USER]: Lick it, bitch [URL] fuck yeah. Eat that trainer u dirty fucker",non-hateful,offensive,True,0,3,0
"""[USER]: “[USER]: Y'all think celebrity pussy different from the locals? 😂” yeah Meghan goods is""",non-hateful,offensive,True,0,3,0
"""[USER]: Need these sox [URL] fuck yeah. I love a kinky scally lad w/ rank sox and sneaks",non-hateful,offensive,True,0,3,0
"""[USER]: I don't ever expose females like that.. That's childish.."" bitch nigga shiiii.....",non-hateful,offensive,False,1,2,0
"""[USER]: ""[USER]: [USER] yasss""  *trys new things with bestfriend*""  *bitch who do you love*",non-hateful,offensive,True,0,3,0
"""[USER]: Dude remember this wop video? [USER] [URL] OMG WHERE DID YOU FIND THAT",non-hateful,neither,False,1,0,2
"""[USER]: Thick raw fuck [URL] Damn his man pussy is getting a workout.",non-hateful,offensive,False,0,2,1
"""[USER]: RAWR!!  [USER]: ""My"" sexy French scally. I love him! #frenchscally [URL] sexy scally woof woof",non-hateful,neither,True,0,0,3
"""[USER]: Nothin in life is free.. Some of you bitches need to write that on ya panties""😭😂",non-hateful,offensive,True,0,3,0
"""[USER]: [USER] if one of you bitches want some of my burrito u can catch me at potosino"" huh? Haha",non-hateful,offensive,True,0,3,0
"""[USER]: Niggas whole hoes out here cuz"" Couldn't had said it better..🙌",non-hateful,offensive,False,1,2,0
"""[USER]: Hardcore way to eat Mac and cheese 1. Boil water  2. Snort cheese powder 3. Drink boiling water  4. Fuck bitches""",non-hateful,offensive,True,0,3,0
"""[USER]: #YoureNotMyType if my fade is perpetually fresher than yours."" That's a real ass bitch rite there",non-hateful,offensive,True,0,3,0
"""[USER]: annoying bitch that I love [URL] JUDYANN'S SO PRETTY!!!!!",non-hateful,offensive,True,0,3,0
"""[USER]: [URL]  Lmao bitch got on some huggies",non-hateful,offensive,True,0,3,0
"""[USER]: Hi bitch  No bitch Bye bitch"" [URL]",non-hateful,offensive,True,0,3,0
"""[USER]: does he look like a bitch?"" [USER]",non-hateful,offensive,True,0,3,0
"""[USER]: Chase money 💰 not 🙅 hoes 👯 💯💯""",non-hateful,offensive,True,0,3,0
"""[USER]: can't stand a ""I don't know what I want"" ass nigga 😴"" bitch*",non-hateful,offensive,True,0,3,0
"""[USER]: ""[USER]: ""[USER]: I'm on my way [URL] love a #chav""hot"" sexy scally fucker.",non-hateful,offensive,True,0,3,0
"""[USER]: These newly gay bitches don't kno how shit works""",non-hateful,offensive,False,1,2,0
"""[USER]: When a bitch don't want a real job they just become strippers lol"" lol.",non-hateful,offensive,True,0,3,0
"""[USER]: Awww Meat Meat In His Feelins""i ainn n my feelings bitch",non-hateful,offensive,True,0,3,0
